"dataset_openml_id","dataset_name","attr_name","type_converted","distinct_values_cnt","distinct_values_pct","missing_values_cnt","missing_values_pct","mean","sd","min_val","max_val","range_val","co_of_var"
552,"detroit","MAN",0,13,1,0,0,556.446153846154,49.8221606547497,455.5,613.5,158,0.0895363555132498
552,"detroit","LIC",0,13,1,0,0,537.506923076923,316.415139686894,156.41,1131.21,974.8,0.588671747473682
552,"detroit","GR",0,13,1,0,0,545.659230769231,311.03161161586,180.48,1029.75,849.27,0.570010721118728
552,"detroit","CLEAR",0,13,1,0,0,81.4461538461538,12.6592268974462,58.9,94.4,35.5,0.155430628699283
552,"detroit","WM",0,13,1,0,0,452507.538461538,64568.1238958969,359647,558724,199077,0.142689609360806
552,"detroit","NMAN",0,13,1,0,0,673.923076923077,94.7733977605368,538.1,819.8,281.7,0.140629399713158
552,"detroit","GOV",0,13,1,0,0,185.769230769231,37.0361846625564,133.9,230.9,97,0.199366625512726
552,"detroit","HE",0,13,1,0,0,3.94769230769231,0.966558791505151,2.91,5.76,2.85,0.244841470958047
552,"detroit","WE",0,13,1,0,0,169.970769230769,42.5112376244091,117.18,258.05,140.87,0.250109108859133
552,"detroit","HOM",0,13,1,0,0,25.1269230769231,16.3854347844945,8.52,52.33,43.81,0.652106695847019
552,"detroit","ACC",0,13,1,0,0,46.9230769230769,5.13960015405768,39.17,55.05,15.88,0.10953246229959
552,"detroit","ASR",0,13,1,0,0,311.95,73.0911529074028,217.99,473.01,255.02,0.234304064457133
554,"mnist_784","pixel37",0,21,0.0003,0,0,0.0432285714285714,2.95103347258311,0,255,255,1
554,"mnist_784","pixel38",0,36,0.000514286,0,0,0.0622428571428571,3.24201947328622,0,254,254,1
554,"mnist_784","pixel39",0,43,0.000614286,0,0,0.117928571428571,4.82041304695059,0,255,255,1
554,"mnist_784","pixel40",0,67,0.000957143,0,0,0.171242857142857,5.67719063114456,0,255,255,1
554,"mnist_784","pixel41",0,74,0.00105714,0,0,0.193414285714286,6.05196661104657,0,255,255,1
554,"mnist_784","pixel42",0,74,0.00105714,0,0,0.190085714285714,5.89719727185402,0,255,255,1
554,"mnist_784","pixel43",0,74,0.00105714,0,0,0.206285714285714,6.24354319748167,0,255,255,1
554,"mnist_784","pixel44",0,72,0.00102857,0,0,0.182742857142857,5.92012717198971,0,255,255,1
554,"mnist_784","pixel45",0,77,0.0011,0,0,0.1701,5.61977020516111,0,255,255,1
554,"mnist_784","pixel46",0,54,0.000771429,0,0,0.144514285714286,5.26613958052738,0,255,255,1
554,"mnist_784","pixel47",0,44,0.000628571,0,0,0.0992428571428571,4.32838190611251,0,255,255,1
554,"mnist_784","pixel48",0,30,0.000428571,0,0,0.0682285714285714,3.68133844564254,0,255,255,1
554,"mnist_784","pixel49",0,23,0.000328571,0,0,0.0488714285714286,3.03283697678542,0,244,244,1
554,"mnist_784","pixel62",0,16,0.000228571,0,0,0.0109428571428571,1.01973846533571,0,192,192,1
554,"mnist_784","pixel63",0,37,0.000528571,0,0,0.0563,3.06596645646154,0,254,254,1
554,"mnist_784","pixel64",0,69,0.000985714,0,0,0.139385714285714,4.97618008395129,0,255,255,1
554,"mnist_784","pixel65",0,89,0.00127143,0,0,0.268228571428571,7.12521930398636,0,255,255,1
554,"mnist_784","pixel66",0,150,0.00214286,0,0,0.520985714285714,9.80823660683134,0,255,255,1
554,"mnist_784","pixel67",0,192,0.00274286,0,0,0.916628571428572,13.2397727299899,0,255,255,1
554,"mnist_784","pixel68",0,223,0.00318571,0,0,1.41252857142857,16.3005486850379,0,255,255,1
554,"mnist_784","pixel69",0,233,0.00332857,0,0,2.00552857142857,19.4995388562537,0,255,255,1
554,"mnist_784","pixel70",0,247,0.00352857,0,0,2.64478571428571,22.3925351153378,0,255,255,1
554,"mnist_784","pixel71",0,252,0.0036,0,0,3.29485714285714,25.2111329574276,0,255,255,1
554,"mnist_784","pixel72",0,252,0.0036,0,0,3.65821428571428,26.346944506573,0,255,255,1
554,"mnist_784","pixel73",0,254,0.00362857,0,0,3.68871428571429,26.6593392385843,0,255,255,1
554,"mnist_784","pixel74",0,249,0.00355714,0,0,3.30264285714286,25.3579129759816,0,255,255,1
554,"mnist_784","pixel75",0,248,0.00354286,0,0,2.70457142857143,22.8664955818904,0,255,255,1
554,"mnist_784","pixel76",0,233,0.00332857,0,0,1.97178571428571,19.7394047243016,0,255,255,1
554,"mnist_784","pixel77",0,200,0.00285714,0,0,1.17471428571429,15.1282630995432,0,255,255,1
554,"mnist_784","pixel78",0,154,0.0022,0,0,0.607971428571428,10.8817923716297,0,255,255,1
554,"mnist_784","pixel79",0,102,0.00145714,0,0,0.286385714285714,7.40610624127664,0,255,255,1
554,"mnist_784","pixel80",0,53,0.000757143,0,0,0.0918285714285714,3.91623555187478,0,255,255,1
554,"mnist_784","pixel81",0,19,0.000271429,0,0,0.0302571428571429,2.31439986611207,0,255,255,1
554,"mnist_784","pixel89",0,19,0.000271429,0,0,0.0132142857142857,0.980551872800571,0,139,139,1
554,"mnist_784","pixel90",0,54,0.000771429,0,0,0.0702571428571429,3.16317760908691,0,255,255,1
554,"mnist_784","pixel91",0,93,0.00132857,0,0,0.218828571428571,6.13806351473744,0,255,255,1
554,"mnist_784","pixel92",0,163,0.00232857,0,0,0.549157142857143,9.86349412066513,0,255,255,1
554,"mnist_784","pixel93",0,208,0.00297143,0,0,1.17328571428571,14.6949097040228,0,255,255,1
554,"mnist_784","pixel94",0,246,0.00351429,0,0,2.27045714285714,20.7845147375995,0,255,255,1
554,"mnist_784","pixel95",0,253,0.00361429,0,0,3.78197142857143,27.0667880460163,0,255,255,1
554,"mnist_784","pixel96",0,256,0.00365714,0,0,5.64678571428571,33.1635491805989,0,255,255,1
554,"mnist_784","pixel97",0,256,0.00365714,0,0,7.68885714285714,38.5314546797384,0,255,255,1
554,"mnist_784","pixel98",0,256,0.00365714,0,0,9.94882857142858,43.790346342932,0,255,255,1
554,"mnist_784","pixel99",0,256,0.00365714,0,0,11.9869571428571,48.0307127993929,0,255,255,1
554,"mnist_784","pixel100",0,256,0.00365714,0,0,13.2302857142857,50.5480672092535,0,255,255,1
554,"mnist_784","pixel101",0,256,0.00365714,0,0,12.9729428571429,49.7545642228547,0,255,255,1
554,"mnist_784","pixel102",0,256,0.00365714,0,0,11.5404142857143,47.1186101892132,0,255,255,1
554,"mnist_784","pixel103",0,256,0.00365714,0,0,9.30114285714286,42.4753552182863,0,255,255,1
554,"mnist_784","pixel104",0,256,0.00365714,0,0,6.67485714285714,36.1854377052572,0,255,255,1
554,"mnist_784","pixel105",0,255,0.00364286,0,0,4.0862,28.0254194038536,0,255,255,1
554,"mnist_784","pixel106",0,246,0.00351429,0,0,2.20957142857143,20.7491907298501,0,255,255,1
554,"mnist_784","pixel107",0,216,0.00308571,0,0,1.06014285714286,13.8870451699185,0,255,255,1
554,"mnist_784","pixel108",0,138,0.00197143,0,0,0.415557142857143,8.74180373460434,0,255,255,1
554,"mnist_784","pixel109",0,71,0.00101429,0,0,0.157928571428571,5.30650175136084,0,255,255,1
554,"mnist_784","pixel110",0,24,0.000342857,0,0,0.0302428571428571,1.96552733443627,0,234,234,1
554,"mnist_784","pixel116",0,21,0.0003,0,0,0.0149857142857143,1.01336995715416,0,114,114,1
554,"mnist_784","pixel117",0,62,0.000885714,0,0,0.0839714285714286,3.4848171911342,0,254,254,1
554,"mnist_784","pixel118",0,139,0.00198571,0,0,0.382428571428571,7.84189652943364,0,255,255,1
554,"mnist_784","pixel119",0,206,0.00294286,0,0,1.03394285714286,13.1327126019133,0,255,255,1
554,"mnist_784","pixel120",0,243,0.00347143,0,0,2.43491428571429,20.869615990155,0,255,255,1
554,"mnist_784","pixel121",0,255,0.00364286,0,0,4.81337142857143,29.7323868387824,0,255,255,1
554,"mnist_784","pixel122",0,256,0.00365714,0,0,8.54428571428571,39.8480070442588,0,255,255,1
554,"mnist_784","pixel123",0,256,0.00365714,0,0,13.6060571428571,50.3785649758166,0,255,255,1
554,"mnist_784","pixel124",0,256,0.00365714,0,0,19.9866428571429,60.5883738802988,0,255,255,1
554,"mnist_784","pixel125",0,256,0.00365714,0,0,27.6048,69.9357325584291,0,255,255,1
554,"mnist_784","pixel126",0,256,0.00365714,0,0,35.7442857142857,78.3645931093646,0,255,255,1
554,"mnist_784","pixel127",0,256,0.00365714,0,0,42.3966857142857,84.2269726914819,0,255,255,1
554,"mnist_784","pixel128",0,256,0.00365714,0,0,45.6407142857143,86.784392893714,0,255,255,1
554,"mnist_784","pixel129",0,256,0.00365714,0,0,44.4056142857143,85.6996695131934,0,255,255,1
554,"mnist_784","pixel130",0,256,0.00365714,0,0,38.9493857142857,81.1492701206176,0,255,255,1
554,"mnist_784","pixel131",0,256,0.00365714,0,0,30.9315857142857,73.5835014403627,0,255,255,1
554,"mnist_784","pixel132",0,256,0.00365714,0,0,22.6060142857143,63.8774600977633,0,255,255,1
554,"mnist_784","pixel133",0,256,0.00365714,0,0,14.6565571428571,51.9782361086006,0,255,255,1
554,"mnist_784","pixel134",0,255,0.00364286,0,0,8.5555,39.7179038244151,0,255,255,1
554,"mnist_784","pixel135",0,255,0.00364286,0,0,4.52572857142857,28.6515710303156,0,255,255,1
554,"mnist_784","pixel136",0,245,0.0035,0,0,2.1345,19.619739191752,0,255,255,1
554,"mnist_784","pixel137",0,197,0.00281429,0,0,0.8532,12.1058557465523,0,255,255,1
554,"mnist_784","pixel138",0,102,0.00145714,0,0,0.206828571428571,5.42023314584242,0,255,255,1
554,"mnist_784","pixel139",0,26,0.000371429,0,0,0.0372142857142857,2.41180392943867,0,246,246,1
554,"mnist_784","pixel144",0,53,0.000757143,0,0,0.0593714285714286,2.70941900280745,0,255,255,1
554,"mnist_784","pixel145",0,156,0.00222857,0,0,0.407242857142857,7.74004580660173,0,255,255,1
554,"mnist_784","pixel146",0,223,0.00318571,0,0,1.45882857142857,16.073084728379,0,255,255,1
554,"mnist_784","pixel147",0,252,0.0036,0,0,3.5956,25.6575387289956,0,255,255,1
554,"mnist_784","pixel148",0,256,0.00365714,0,0,7.2376,36.6729228918233,0,255,255,1
554,"mnist_784","pixel149",0,256,0.00365714,0,0,13.0355857142857,49.2617303034165,0,255,255,1
554,"mnist_784","pixel150",0,256,0.00365714,0,0,21.4101285714286,62.5014316462089,0,255,255,1
554,"mnist_784","pixel151",0,256,0.00365714,0,0,32.0201714285714,75.0709530250198,0,255,255,1
554,"mnist_784","pixel152",0,256,0.00365714,0,0,44.9681571428572,86.3790650368767,0,255,255,1
554,"mnist_784","pixel153",0,256,0.00365714,0,0,59.6062714285714,96.0505345528392,0,255,255,1
554,"mnist_784","pixel154",0,256,0.00365714,0,0,74.4050428571428,103.363983015145,0,255,255,1
554,"mnist_784","pixel155",0,256,0.00365714,0,0,85.6439142857143,107.387808589039,0,255,255,1
554,"mnist_784","pixel156",0,256,0.00365714,0,0,90.9913285714286,108.670360986386,0,255,255,1
554,"mnist_784","pixel157",0,256,0.00365714,0,0,89.1048857142857,107.984060363845,0,255,255,1
554,"mnist_784","pixel158",0,256,0.00365714,0,0,80.1986857142857,105.11436735489,0,255,255,1
554,"mnist_784","pixel159",0,256,0.00365714,0,0,65.7740428571428,98.8169979475014,0,255,255,1
554,"mnist_784","pixel160",0,256,0.00365714,0,0,49.5821857142857,89.3373833408779,0,255,255,1
554,"mnist_784","pixel161",0,256,0.00365714,0,0,34.1949571428571,76.5905576550114,0,255,255,1
554,"mnist_784","pixel162",0,256,0.00365714,0,0,21.3574,61.7422039805781,0,255,255,1
554,"mnist_784","pixel163",0,256,0.00365714,0,0,12.3412428571429,47.4687805701209,0,255,255,1
554,"mnist_784","pixel164",0,256,0.00365714,0,0,6.57651428571428,34.7218489871976,0,255,255,1
554,"mnist_784","pixel165",0,252,0.0036,0,0,2.97144285714286,22.7752837924371,0,255,255,1
554,"mnist_784","pixel166",0,214,0.00305714,0,0,0.832585714285714,11.2119864307455,0,255,255,1
554,"mnist_784","pixel167",0,96,0.00137143,0,0,0.1539,4.66441665635042,0,255,255,1
554,"mnist_784","pixel171",0,27,0.000385714,0,0,0.0241285714285714,1.6293421178877,0,210,210,1
554,"mnist_784","pixel172",0,106,0.00151429,0,0,0.226242857142857,6.1541738052046,0,255,255,1
554,"mnist_784","pixel173",0,215,0.00307143,0,0,1.1532,14.3662488753063,0,255,255,1
554,"mnist_784","pixel174",0,249,0.00355714,0,0,3.30281428571428,24.7857385775491,0,255,255,1
554,"mnist_784","pixel175",0,256,0.00365714,0,0,7.40001428571429,37.2802383530389,0,255,255,1
554,"mnist_784","pixel176",0,256,0.00365714,0,0,14.2323,51.6908300117988,0,255,255,1
554,"mnist_784","pixel177",0,256,0.00365714,0,0,24.2067285714286,66.4528145601294,0,255,255,1
554,"mnist_784","pixel178",0,256,0.00365714,0,0,37.5957857142857,80.6915151210724,0,255,255,1
554,"mnist_784","pixel179",0,256,0.00365714,0,0,53.6680571428571,92.6610715803997,0,255,255,1
554,"mnist_784","pixel180",0,256,0.00365714,0,0,71.6451285714286,101.766053838382,0,255,255,1
554,"mnist_784","pixel181",0,256,0.00365714,0,0,90.0152,107.866215215727,0,255,255,1
554,"mnist_784","pixel182",0,256,0.00365714,0,0,106.811428571429,111.089603072543,0,255,255,1
554,"mnist_784","pixel183",0,256,0.00365714,0,0,119.065642857143,112.181617165221,0,255,255,0.942182937691094
554,"mnist_784","pixel184",0,256,0.00365714,0,0,124.554085714286,112.359448193038,0,255,255,0.902093637062853
554,"mnist_784","pixel185",0,256,0.00365714,0,0,121.849714285714,112.303549433889,0,255,255,0.921656239345452
554,"mnist_784","pixel186",0,256,0.00365714,0,0,112.013842857143,112.173627312365,0,255,255,1
554,"mnist_784","pixel187",0,256,0.00365714,0,0,95.9671571428572,109.8164873879,0,255,255,1
554,"mnist_784","pixel188",0,256,0.00365714,0,0,74.9559285714286,103.590260296563,0,255,255,1
554,"mnist_784","pixel189",0,256,0.00365714,0,0,53.8257285714286,92.9344887451094,0,255,255,1
554,"mnist_784","pixel190",0,256,0.00365714,0,0,35.0498857142857,77.8391409740951,0,255,255,1
554,"mnist_784","pixel191",0,256,0.00365714,0,0,20.8035285714286,61.6288706748647,0,255,255,1
554,"mnist_784","pixel192",0,256,0.00365714,0,0,11.272,45.6165242596655,0,255,255,1
554,"mnist_784","pixel193",0,256,0.00365714,0,0,5.36882857142857,31.1805227228565,0,255,255,1
554,"mnist_784","pixel194",0,246,0.00351429,0,0,1.8365,17.7511878263195,0,255,255,1
554,"mnist_784","pixel195",0,151,0.00215714,0,0,0.377257142857143,7.82149288738813,0,254,254,1
554,"mnist_784","pixel196",0,24,0.000342857,0,0,0.0313571428571429,2.05260247438064,0,253,253,1
554,"mnist_784","pixel198",0,17,0.000242857,0,0,0.0191,1.46615928253302,0,191,191,1
554,"mnist_784","pixel199",0,67,0.000957143,0,0,0.1089,4.09290956098588,0,255,255,1
554,"mnist_784","pixel200",0,167,0.00238571,0,0,0.6151,10.25680668865,0,255,255,1
554,"mnist_784","pixel201",0,243,0.00347143,0,0,2.36178571428571,20.7426940791015,0,255,255,1
554,"mnist_784","pixel202",0,256,0.00365714,0,0,5.94055714285714,33.3085439741331,0,255,255,1
554,"mnist_784","pixel203",0,256,0.00365714,0,0,12.3529857142857,48.0193152998469,0,255,255,1
554,"mnist_784","pixel204",0,256,0.00365714,0,0,22.4109428571428,63.8872578844384,0,255,255,1
554,"mnist_784","pixel205",0,256,0.00365714,0,0,36.4677714285714,79.0929230157987,0,255,255,1
554,"mnist_784","pixel206",0,256,0.00365714,0,0,54.3526285714286,92.4610332409598,0,255,255,1
554,"mnist_784","pixel207",0,256,0.00365714,0,0,74.4425142857143,101.97322570279,0,255,255,1
554,"mnist_784","pixel208",0,256,0.00365714,0,0,94.9390142857143,107.575808300573,0,255,255,1
554,"mnist_784","pixel209",0,256,0.00365714,0,0,112.2708,110.056608237515,0,255,255,0.980278115391673
554,"mnist_784","pixel210",0,256,0.00365714,0,0,125.425857142857,110.48701711575,0,255,255,0.880895053321484
554,"mnist_784","pixel211",0,256,0.00365714,0,0,133.090214285714,110.457545830722,0,255,255,0.829944909349943
554,"mnist_784","pixel212",0,256,0.00365714,0,0,135.574757142857,110.147593403981,0,255,255,0.812449129360537
554,"mnist_784","pixel213",0,256,0.00365714,0,0,133.352,110.190935507565,0,255,255,0.826316332020256
554,"mnist_784","pixel214",0,256,0.00365714,0,0,126.664214285714,110.684132772629,0,255,255,0.873839019148384
554,"mnist_784","pixel215",0,256,0.00365714,0,0,113.501928571429,110.982910585761,0,255,255,0.977806386046712
554,"mnist_784","pixel216",0,256,0.00365714,0,0,93.6361428571429,108.612844104216,0,255,255,1
554,"mnist_784","pixel217",0,256,0.00365714,0,0,69.4776571428571,100.911283819217,0,255,255,1
554,"mnist_784","pixel218",0,256,0.00365714,0,0,46.4880714285714,87.6280278637989,0,255,255,1
554,"mnist_784","pixel219",0,256,0.00365714,0,0,27.7813571428571,70.340346320626,0,255,255,1
554,"mnist_784","pixel220",0,256,0.00365714,0,0,14.9903,52.5250404628355,0,255,255,1
554,"mnist_784","pixel221",0,256,0.00365714,0,0,6.97447142857142,35.5826766654228,0,255,255,1
554,"mnist_784","pixel222",0,249,0.00355714,0,0,2.57665714285714,21.2868194586141,0,255,255,1
554,"mnist_784","pixel223",0,164,0.00234286,0,0,0.514928571428571,9.09344747640524,0,255,255,1
554,"mnist_784","pixel224",0,24,0.000342857,0,0,0.0314,2.0554151736729,0,253,253,1
554,"mnist_784","pixel226",0,32,0.000457143,0,0,0.0529285714285714,2.96957360578022,0,255,255,1
554,"mnist_784","pixel227",0,129,0.00184286,0,0,0.333014285714286,7.71474989998448,0,255,255,1
554,"mnist_784","pixel228",0,220,0.00314286,0,0,1.30144285714286,15.3769970625468,0,255,255,1
554,"mnist_784","pixel229",0,251,0.00358571,0,0,3.744,26.8193591480976,0,255,255,1
554,"mnist_784","pixel230",0,255,0.00364286,0,0,8.4468,40.140786376725,0,255,255,1
554,"mnist_784","pixel231",0,256,0.00365714,0,0,16.6850714285714,55.8531592628695,0,255,255,1
554,"mnist_784","pixel232",0,256,0.00365714,0,0,29.5129714285714,72.5260061971387,0,255,255,1
554,"mnist_784","pixel233",0,256,0.00365714,0,0,47.2817428571429,88.2599350363543,0,255,255,1
554,"mnist_784","pixel234",0,256,0.00365714,0,0,68.9055,100.417224582631,0,255,255,1
554,"mnist_784","pixel235",0,256,0.00365714,0,0,91.3976428571429,107.513743826823,0,255,255,1
554,"mnist_784","pixel236",0,256,0.00365714,0,0,109.353214285714,110.622778536269,0,255,255,1
554,"mnist_784","pixel237",0,256,0.00365714,0,0,119.802257142857,111.226213387333,0,255,255,0.9284150068617
554,"mnist_784","pixel238",0,256,0.00365714,0,0,123.404542857143,111.458854242372,0,255,255,0.90319895574185
554,"mnist_784","pixel239",0,256,0.00365714,0,0,123.072842857143,111.330211532454,0,255,255,0.904587957407315
554,"mnist_784","pixel240",0,256,0.00365714,0,0,122.347528571429,110.84218089966,0,255,255,0.905961748421821
554,"mnist_784","pixel241",0,256,0.00365714,0,0,122.782385714286,110.740735800347,0,255,255,0.901926894123396
554,"mnist_784","pixel242",0,256,0.00365714,0,0,122.405114285714,111.05313017823,0,255,255,0.90725890683794
554,"mnist_784","pixel243",0,256,0.00365714,0,0,116.441957142857,111.410509280732,0,255,255,0.956790078202206
554,"mnist_784","pixel244",0,256,0.00365714,0,0,100.601371428571,110.213182619216,0,255,255,1
554,"mnist_784","pixel245",0,256,0.00365714,0,0,76.9929857142857,104.444839049163,0,255,255,1
554,"mnist_784","pixel246",0,256,0.00365714,0,0,52.4062714285714,92.2696952837953,0,255,255,1
554,"mnist_784","pixel247",0,256,0.00365714,0,0,31.3826285714286,74.6387774191173,0,255,255,1
554,"mnist_784","pixel248",0,256,0.00365714,0,0,16.1331857142857,54.4912365961526,0,255,255,1
554,"mnist_784","pixel249",0,256,0.00365714,0,0,7.1545,36.265905928775,0,255,255,1
554,"mnist_784","pixel250",0,251,0.00358571,0,0,2.6356,21.7787810232486,0,255,255,1
554,"mnist_784","pixel251",0,167,0.00238571,0,0,0.516842857142857,9.24259052102275,0,254,254,1
554,"mnist_784","pixel252",0,20,0.000285714,0,0,0.0299,2.15456678263378,0,221,221,1
554,"mnist_784","pixel254",0,49,0.0007,0,0,0.0906,4.03046551627596,0,254,254,1
554,"mnist_784","pixel255",0,142,0.00202857,0,0,0.509185714285714,9.73474400487138,0,255,255,1
554,"mnist_784","pixel256",0,227,0.00324286,0,0,1.71107142857143,18.3818953296516,0,255,255,1
554,"mnist_784","pixel257",0,254,0.00362857,0,0,4.42017142857143,29.4930867832037,0,255,255,1
554,"mnist_784","pixel258",0,256,0.00365714,0,0,9.72242857142857,43.201147988439,0,255,255,1
554,"mnist_784","pixel259",0,256,0.00365714,0,0,19.3498142857143,60.0980388165698,0,255,255,1
554,"mnist_784","pixel260",0,256,0.00365714,0,0,34.3919428571429,77.8474749462166,0,255,255,1
554,"mnist_784","pixel261",0,256,0.00365714,0,0,55.1734428571429,93.8492920225891,0,255,255,1
554,"mnist_784","pixel262",0,256,0.00365714,0,0,79.2916285714286,104.799415593508,0,255,255,1
554,"mnist_784","pixel263",0,256,0.00365714,0,0,100.287971428571,110.233482370867,0,255,255,1
554,"mnist_784","pixel264",0,256,0.00365714,0,0,111.207128571429,111.577271068098,0,255,255,1
554,"mnist_784","pixel265",0,256,0.00365714,0,0,110.670042857143,111.3154755712,0,255,255,1
554,"mnist_784","pixel266",0,256,0.00365714,0,0,104.153957142857,110.074528142502,0,255,255,1
554,"mnist_784","pixel267",0,256,0.00365714,0,0,98.9987285714286,109.082689206722,0,255,255,1
554,"mnist_784","pixel268",0,256,0.00365714,0,0,99.3770285714285,108.710143393023,0,255,255,1
554,"mnist_784","pixel269",0,256,0.00365714,0,0,104.435757142857,109.309821656283,0,255,255,1
554,"mnist_784","pixel270",0,256,0.00365714,0,0,111.253685714286,110.634648090941,0,255,255,0.994435801210807
554,"mnist_784","pixel271",0,256,0.00365714,0,0,111.375942857143,111.2672875234,0,255,255,0.999024427260002
554,"mnist_784","pixel272",0,256,0.00365714,0,0,99.0871571428571,110.01423248092,0,255,255,1
554,"mnist_784","pixel273",0,256,0.00365714,0,0,76.6997571428572,104.438208397888,0,255,255,1
554,"mnist_784","pixel274",0,256,0.00365714,0,0,52.2337571428572,92.5144505280451,0,255,255,1
554,"mnist_784","pixel275",0,256,0.00365714,0,0,31.0946714285714,74.4662056456509,0,255,255,1
554,"mnist_784","pixel276",0,256,0.00365714,0,0,15.2394142857143,52.9085936815657,0,255,255,1
554,"mnist_784","pixel277",0,256,0.00365714,0,0,5.96902857142857,32.8847459775286,0,255,255,1
554,"mnist_784","pixel278",0,246,0.00351429,0,0,1.91832857142857,18.2152541568586,0,255,255,1
554,"mnist_784","pixel279",0,159,0.00227143,0,0,0.376857142857143,7.74512611310211,0,255,255,1
554,"mnist_784","pixel280",0,22,0.000314286,0,0,0.0320714285714286,2.15275117658606,0,220,220,1
554,"mnist_784","pixel282",0,44,0.000628571,0,0,0.101114285714286,4.41942117148713,0,255,255,1
554,"mnist_784","pixel283",0,151,0.00215714,0,0,0.514414285714286,9.80834168272255,0,255,255,1
554,"mnist_784","pixel284",0,222,0.00317143,0,0,1.64634285714286,17.9526858964264,0,255,255,1
554,"mnist_784","pixel285",0,254,0.00362857,0,0,4.21768571428571,28.8400422659497,0,255,255,1
554,"mnist_784","pixel286",0,256,0.00365714,0,0,9.71215714285714,43.1177488139056,0,255,255,1
554,"mnist_784","pixel287",0,256,0.00365714,0,0,20.3145857142857,61.3916202330835,0,255,255,1
554,"mnist_784","pixel288",0,256,0.00365714,0,0,37.1331142857143,80.2643297400813,0,255,255,1
554,"mnist_784","pixel289",0,256,0.00365714,0,0,60.3109714285714,96.6857273337408,0,255,255,1
554,"mnist_784","pixel290",0,256,0.00365714,0,0,84.6400714285714,106.753293215529,0,255,255,1
554,"mnist_784","pixel291",0,256,0.00365714,0,0,101.302071428571,110.638852685881,0,255,255,1
554,"mnist_784","pixel292",0,256,0.00365714,0,0,103.417342857143,110.782780673988,0,255,255,1
554,"mnist_784","pixel293",0,256,0.00365714,0,0,93.3731714285714,107.868451605171,0,255,255,1
554,"mnist_784","pixel294",0,256,0.00365714,0,0,82.5742142857143,103.999827226563,0,255,255,1
554,"mnist_784","pixel295",0,256,0.00365714,0,0,79.4767571428571,103.030701631625,0,255,255,1
554,"mnist_784","pixel296",0,256,0.00365714,0,0,84.5277428571428,105.155719078804,0,255,255,1
554,"mnist_784","pixel297",0,256,0.00365714,0,0,93.9562857142857,107.411101672769,0,255,255,1
554,"mnist_784","pixel298",0,256,0.00365714,0,0,104.915014285714,109.877144926697,0,255,255,1
554,"mnist_784","pixel299",0,256,0.00365714,0,0,106.661257142857,110.53572001037,0,255,255,1
554,"mnist_784","pixel300",0,256,0.00365714,0,0,94.1565571428571,109.090813158827,0,255,255,1
554,"mnist_784","pixel301",0,256,0.00365714,0,0,71.5387142857143,102.327441926791,0,255,255,1
554,"mnist_784","pixel302",0,256,0.00365714,0,0,47.9056571428572,89.5954032857921,0,255,255,1
554,"mnist_784","pixel303",0,256,0.00365714,0,0,28.2565714285714,71.5522362333634,0,255,255,1
554,"mnist_784","pixel304",0,256,0.00365714,0,0,13.4422142857143,49.7750846760907,0,255,255,1
554,"mnist_784","pixel305",0,254,0.00362857,0,0,4.62672857142857,28.8557546737514,0,255,255,1
554,"mnist_784","pixel306",0,218,0.00311429,0,0,1.1428,14.0958369050775,0,255,255,1
554,"mnist_784","pixel307",0,108,0.00154286,0,0,0.240042857142857,6.27011833364678,0,254,254,1
554,"mnist_784","pixel308",0,17,0.000242857,0,0,0.0255142857142857,1.94200265874484,0,243,243,1
554,"mnist_784","pixel310",0,41,0.000585714,0,0,0.0743857142857143,3.63257655351077,0,255,255,1
554,"mnist_784","pixel311",0,125,0.00178571,0,0,0.410557142857143,8.84456429080186,0,255,255,1
554,"mnist_784","pixel312",0,222,0.00317143,0,0,1.24351428571429,15.4131264187156,0,255,255,1
554,"mnist_784","pixel313",0,252,0.0036,0,0,3.53184285714286,26.0647305191321,0,255,255,1
554,"mnist_784","pixel314",0,256,0.00365714,0,0,9.3878,42.0284925761064,0,255,255,1
554,"mnist_784","pixel315",0,256,0.00365714,0,0,20.9720428571429,62.146090375182,0,255,255,1
554,"mnist_784","pixel316",0,256,0.00365714,0,0,39.9925714285714,82.6116483330791,0,255,255,1
554,"mnist_784","pixel317",0,256,0.00365714,0,0,64.8644714285714,99.198928541727,0,255,255,1
554,"mnist_784","pixel318",0,256,0.00365714,0,0,88.3467428571429,108.109279730791,0,255,255,1
554,"mnist_784","pixel319",0,256,0.00365714,0,0,99.5999428571428,110.366615655643,0,255,255,1
554,"mnist_784","pixel320",0,256,0.00365714,0,0,94.8271285714285,108.806242722774,0,255,255,1
554,"mnist_784","pixel321",0,256,0.00365714,0,0,81.1697,103.915543012705,0,255,255,1
554,"mnist_784","pixel322",0,256,0.00365714,0,0,73.1336,100.038401787559,0,255,255,1
554,"mnist_784","pixel323",0,256,0.00365714,0,0,76.1444,102.788873630601,0,255,255,1
554,"mnist_784","pixel324",0,256,0.00365714,0,0,85.6224428571428,106.586970211754,0,255,255,1
554,"mnist_784","pixel325",0,256,0.00365714,0,0,97.5428428571429,108.060885263104,0,255,255,1
554,"mnist_784","pixel326",0,256,0.00365714,0,0,107.913485714286,110.013544948504,0,255,255,1
554,"mnist_784","pixel327",0,256,0.00365714,0,0,105.7938,110.444502915487,0,255,255,1
554,"mnist_784","pixel328",0,256,0.00365714,0,0,88.9487428571429,107.859481718257,0,255,255,1
