"dataset_openml_id","dataset_name","attr_name","type_converted","distinct_values_cnt","distinct_values_pct","missing_values_cnt","missing_values_pct","val_size_min","val_size_max","val_size_avg","val_size_std","val_cnt_min","val_cnt_max","val_cnt_median","val_cnt_std","val_pct_min","val_pct_max","val_pct_median","val_pct_std","attr_values"
1042,"gina_prior","pixel168",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel169",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel170",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel171",1,2,0.000576701,0,0,1,2,1.5,0.707107,1,3467,1734,2450.83,0.03,99.97,50,70.6683,"0|36"
1042,"gina_prior","pixel172",1,11,0.00317186,0,0,1,3,1.90909,0.700649,1,3458,1,1042.32,0.03,99.71,0.03,30.0547,"0|2|5|17|43|53|55|72|96|122|132"
1042,"gina_prior","pixel195",1,12,0.00346021,0,0,1,3,2.16667,0.57735,1,3457,1,997.661,0.03,99.68,0.03,28.7665,"0|22|23|34|50|51|55|67|78|144|192|193"
1042,"gina_prior","pixel196",1,2,0.000576701,0,0,1,2,1.5,0.707107,1,3467,1734,2450.83,0.03,99.97,50,70.6683,"0|78"
1042,"gina_prior","pixel197",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel198",1,2,0.000576701,0,0,1,2,1.5,0.707107,1,3467,1734,2450.83,0.03,99.97,50,70.6683,"0|86"
1042,"gina_prior","pixel199",1,6,0.0017301,0,0,1,3,2,0.632456,1,3463,1,1413.36,0.03,99.86,0.03,40.7554,"0|12|53|58|96|123"
1042,"gina_prior","pixel223",1,15,0.00432526,0,0,1,3,2.26667,0.798809,1,3453,1,891.284,0.03,99.57,0.03,25.7006,"0|6|8|20|56|66|76|90|121|138|155|160|163|220|252"
1042,"gina_prior","pixel224",1,2,0.000576701,0,0,1,2,1.5,0.707107,1,3467,1734,2450.83,0.03,99.97,50,70.6683,"0|95"
1042,"gina_prior","pixel225",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel226",1,4,0.0011534,0,0,1,3,2.25,0.957427,1,3465,1,1732,0.03,99.91,0.03,49.94,"0|28|123|183"
1042,"gina_prior","pixel227",1,14,0.00403691,0,0,1,3,2.14286,0.662994,1,3452,1,922.257,0.03,99.54,0.03,26.5933,"0|1|19|20|23|31|48|50|70|74|178|231|249|254"
1042,"gina_prior","pixel252",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel253",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel254",1,6,0.0017301,0,0,1,3,2.16667,0.752773,1,3463,1,1413.36,0.03,99.86,0.03,40.7554,"0|13|47|53|198|250"
1042,"gina_prior","pixel255",1,14,0.00403691,0,0,1,3,2.35714,0.744946,1,3454,1,922.833,0.03,99.6,0.03,26.6106,"0|1|42|51|52|80|85|112|149|221|223|253|254|255"
1042,"gina_prior","pixel279",1,14,0.00403691,0,0,1,3,2.35714,0.633324,1,3455,1,923.12,0.03,99.63,0.03,26.6192,"0|10|11|13|15|19|48|57|110|147|197|215|252|255"
1042,"gina_prior","pixel280",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel281",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel282",1,7,0.00201845,0,0,1,3,2.14286,0.899735,1,3462,1,1308.14,0.03,99.83,0.03,37.7209,"0|2|10|23|134|191|192"
1042,"gina_prior","pixel283",1,14,0.00403691,0,0,1,3,2.28571,0.726273,1,3453,1,922.545,0.03,99.57,0.03,26.602,"0|7|15|62|66|80|91|92|133|147|167|182|254|255"
1042,"gina_prior","pixel307",1,6,0.0017301,0,0,1,3,2,0.632456,1,3463,1,1413.36,0.03,99.86,0.03,40.7554,"0|41|48|79|86|222"
1042,"gina_prior","pixel308",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel309",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel310",1,4,0.0011534,0,0,1,3,2,0.816497,1,3465,1,1732,0.03,99.91,0.03,49.94,"0|13|54|191"
1042,"gina_prior","pixel311",1,12,0.00346021,0,0,1,3,2.25,0.866025,1,3457,1,997.661,0.03,99.68,0.03,28.7665,"0|2|3|11|13|36|153|173|191|217|254|255"
1042,"gina_prior","pixel335",1,7,0.00201845,0,0,1,3,2.14286,0.690066,1,3462,1,1308.14,0.03,99.83,0.03,37.7209,"0|24|37|55|64|155|237"
1042,"gina_prior","pixel336",1,2,0.000576701,0,0,1,3,2,1.41421,1,3467,1734,2450.83,0.03,99.97,50,70.6683,"0|131"
1042,"gina_prior","pixel337",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel338",1,2,0.000576701,0,0,1,1,1,0,1,3467,1734,2450.83,0.03,99.97,50,70.6683,"0|8"
1042,"gina_prior","pixel339",1,5,0.00144175,0,0,1,3,2.2,0.83666,1,3464,1,1548.7,0.03,99.88,0.03,44.6543,"0|64|97|108|128"
1042,"gina_prior","pixel362",1,11,0.00317186,0,0,1,3,2.45455,0.687552,1,3458,1,1042.32,0.03,99.71,0.03,30.0547,"0|11|24|57|70|191|198|212|233|235|253"
1042,"gina_prior","pixel363",1,5,0.00144175,0,0,1,3,2.4,0.894427,1,3464,1,1548.7,0.03,99.88,0.03,44.6543,"0|82|142|222|228"
1042,"gina_prior","pixel364",1,2,0.000576701,0,0,1,3,2,1.41421,1,3467,1734,2450.83,0.03,99.97,50,70.6683,"0|152"
1042,"gina_prior","pixel365",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel366",1,2,0.000576701,0,0,1,2,1.5,0.707107,1,3467,1734,2450.83,0.03,99.97,50,70.6683,"0|10"
1042,"gina_prior","pixel367",1,2,0.000576701,0,0,1,3,2,1.41421,1,3467,1734,2450.83,0.03,99.97,50,70.6683,"0|202"
1042,"gina_prior","pixel390",1,13,0.00374856,0,0,1,3,2.23077,0.599145,1,3454,1,957.644,0.03,99.6,0.03,27.6144,"0|10|12|14|16|25|27|31|41|105|151|187|227"
1042,"gina_prior","pixel391",1,5,0.00144175,0,0,1,3,2.2,0.83666,1,3464,1,1548.7,0.03,99.88,0.03,44.6543,"0|22|41|112|225"
1042,"gina_prior","pixel392",1,2,0.000576701,0,0,1,2,1.5,0.707107,1,3467,1734,2450.83,0.03,99.97,50,70.6683,"0|41"
1042,"gina_prior","pixel393",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel394",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel395",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel396",1,13,0.00374856,0,0,1,3,2.23077,0.83205,1,3456,1,958.245,0.03,99.65,0.03,27.6296,"0|3|6|43|53|55|80|125|144|161|169|197|254"
1042,"gina_prior","pixel419",1,3,0.000865052,0,0,1,3,2,1,1,3466,1,2000.52,0.03,99.94,0.03,57.6831,"0|41|254"
1042,"gina_prior","pixel420",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel421",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel422",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel423",1,2,0.000576701,0,0,1,2,1.5,0.707107,1,3467,1734,2450.83,0.03,99.97,50,70.6683,"0|28"
1042,"gina_prior","pixel424",1,15,0.00432526,0,0,1,3,2.33333,0.723747,1,3454,1,891.561,0.03,99.6,0.03,25.7089,"0|3|15|22|23|26|41|68|125|131|154|157|169|236|255"
1042,"gina_prior","pixel447",1,7,0.00201845,0,0,1,3,1.85714,0.899735,1,3462,1,1308.14,0.03,99.83,0.03,37.7209,"0|7|9|10|64|210|251"
1042,"gina_prior","pixel448",1,3,0.000865052,0,0,1,2,1.33333,0.57735,1,3466,1,2000.52,0.03,99.94,0.03,57.6831,"0|6|85"
1042,"gina_prior","pixel449",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel450",1,2,0.000576701,0,0,1,2,1.5,0.707107,1,3467,1734,2450.83,0.03,99.97,50,70.6683,"0|32"
1042,"gina_prior","pixel451",1,4,0.0011534,0,0,1,3,2,0.816497,1,3465,1,1732,0.03,99.91,0.03,49.94,"0|13|39|254"
1042,"gina_prior","pixel475",1,10,0.00288351,0,0,1,3,2.5,0.707107,1,3459,1,1093.52,0.03,99.74,0.03,31.5311,"0|34|56|60|146|158|166|184|206|229"
1042,"gina_prior","pixel476",1,3,0.000865052,0,0,1,3,2,1,1,3466,1,2000.52,0.03,99.94,0.03,57.6831,"0|11|175"
1042,"gina_prior","pixel477",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel478",1,2,0.000576701,0,0,1,2,1.5,0.707107,1,3467,1734,2450.83,0.03,99.97,50,70.6683,"0|21"
1042,"gina_prior","pixel479",1,3,0.000865052,0,0,1,3,2.33333,1.1547,1,3466,1,2000.52,0.03,99.94,0.03,57.6831,"0|139|254"
1042,"gina_prior","pixel503",1,9,0.00259516,0,0,1,3,2.33333,0.866025,1,3460,1,1153,0.03,99.77,0.03,33.2467,"0|9|53|85|139|163|194|207|229"
1042,"gina_prior","pixel504",1,3,0.000865052,0,0,1,2,1.33333,0.57735,1,3466,1,2000.52,0.03,99.94,0.03,57.6831,"0|9|11"
1042,"gina_prior","pixel505",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel506",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel507",1,6,0.0017301,0,0,1,3,2.33333,0.816497,1,3463,1,1413.36,0.03,99.86,0.03,40.7554,"0|18|69|139|148|254"
1042,"gina_prior","pixel531",1,7,0.00201845,0,0,1,3,2.28571,0.755929,1,3462,1,1308.14,0.03,99.83,0.03,37.7209,"0|50|75|76|138|217|240"
1042,"gina_prior","pixel532",1,2,0.000576701,0,0,1,1,1,0,1,3467,1734,2450.83,0.03,99.97,50,70.6683,"0|4"
1042,"gina_prior","pixel533",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel534",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel535",1,6,0.0017301,0,0,1,3,2.33333,1.0328,1,3463,1,1413.36,0.03,99.86,0.03,40.7554,"0|5|113|122|182|210"
1042,"gina_prior","pixel559",1,3,0.000865052,0,0,1,3,2,1,1,3466,1,2000.52,0.03,99.94,0.03,57.6831,"0|51|217"
1042,"gina_prior","pixel560",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel561",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel562",1,2,0.000576701,0,0,1,3,2,1.41421,1,3467,1734,2450.83,0.03,99.97,50,70.6683,"0|185"
1042,"gina_prior","pixel563",1,8,0.0023068,0,0,1,3,2.25,0.886405,1,3461,1,1223.29,0.03,99.8,0.03,35.274,"0|7|25|85|101|114|126|253"
1042,"gina_prior","pixel587",1,3,0.000865052,0,0,1,3,2,1,1,3466,1,2000.52,0.03,99.94,0.03,57.6831,"0|25|187"
1042,"gina_prior","pixel588",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel589",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel590",1,2,0.000576701,0,0,1,3,2,1.41421,1,3467,1734,2450.83,0.03,99.97,50,70.6683,"0|136"
1042,"gina_prior","pixel591",1,8,0.0023068,0,0,1,3,2.25,0.886405,1,3461,1,1223.29,0.03,99.8,0.03,35.274,"0|9|82|93|125|204|243|254"
1042,"gina_prior","pixel614",1,14,0.00403691,0,0,1,3,2.28571,0.61125,1,3454,1,922.833,0.03,99.6,0.03,26.6106,"0|12|13|31|35|48|54|64|93|143|168|199|214|252"
1042,"gina_prior","pixel615",1,4,0.0011534,0,0,1,3,2,0.816497,1,3465,1,1732,0.03,99.91,0.03,49.94,"0|21|85|190"
1042,"gina_prior","pixel616",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel617",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel618",1,2,0.000576701,0,0,1,1,1,0,1,3467,1734,2450.83,0.03,99.97,50,70.6683,"0|7"
1042,"gina_prior","pixel619",1,7,0.00201845,0,0,1,3,2,0.57735,1,3462,1,1308.14,0.03,99.83,0.03,37.7209,"0|32|84|86|90|99|146"
1042,"gina_prior","pixel642",1,7,0.00201845,0,0,1,3,2.28571,0.755929,1,3462,1,1308.14,0.03,99.83,0.03,37.7209,"0|10|14|84|112|113|158"
1042,"gina_prior","pixel643",1,2,0.000576701,0,0,1,2,1.5,0.707107,1,3467,1734,2450.83,0.03,99.97,50,70.6683,"0|19"
1042,"gina_prior","pixel644",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel645",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel646",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel647",1,6,0.0017301,0,0,1,3,2,0.632456,1,3463,1,1413.36,0.03,99.86,0.03,40.7554,"0|11|45|74|83|141"
1042,"gina_prior","pixel669",1,9,0.00259516,0,0,1,3,2.44444,0.726483,1,3460,1,1153,0.03,99.77,0.03,33.2467,"0|19|39|89|102|150|159|198|238"
1042,"gina_prior","pixel670",1,2,0.000576701,0,0,1,3,2,1.41421,1,3467,1734,2450.83,0.03,99.97,50,70.6683,"0|159"
1042,"gina_prior","pixel671",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel672",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel673",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel674",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel675",1,3,0.000865052,0,0,1,2,1.66667,0.57735,1,3466,1,2000.52,0.03,99.94,0.03,57.6831,"0|10|15"
1042,"gina_prior","pixel676",1,8,0.0023068,0,0,1,3,1.75,0.886405,1,3461,1,1223.29,0.03,99.8,0.03,35.274,"0|4|5|7|16|85|130|172"
1042,"gina_prior","pixel696",1,8,0.0023068,0,0,1,3,2.125,0.64087,1,3461,1,1223.29,0.03,99.8,0.03,35.274,"0|14|16|17|45|66|145|162"
1042,"gina_prior","pixel697",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel698",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel699",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel700",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel701",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel702",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel703",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel704",1,2,0.000576701,0,0,1,3,2,1.41421,1,3467,1734,2450.83,0.03,99.97,50,70.6683,"0|117"
1042,"gina_prior","pixel705",1,5,0.00144175,0,0,1,3,2,1,1,3464,1,1548.7,0.03,99.88,0.03,44.6543,"0|9|28|118|243"
1042,"gina_prior","pixel706",1,14,0.00403691,0,0,1,3,2.5,0.759555,1,3454,1,922.833,0.03,99.6,0.03,26.6106,"0|6|23|50|84|123|138|150|182|194|215|249|253|254"
1042,"gina_prior","pixel723",1,12,0.00346021,0,0,1,3,2.16667,0.717741,1,3457,1,997.661,0.03,99.68,0.03,28.7665,"0|1|10|11|40|45|65|78|113|149|223|252"
1042,"gina_prior","pixel724",1,4,0.0011534,0,0,1,3,2,0.816497,1,3465,1,1732,0.03,99.91,0.03,49.94,"0|37|66|108"
1042,"gina_prior","pixel725",1,2,0.000576701,0,0,1,2,1.5,0.707107,1,3467,1734,2450.83,0.03,99.97,50,70.6683,"0|47"
1042,"gina_prior","pixel726",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel727",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel728",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel729",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel730",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel731",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel732",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel733",1,2,0.000576701,0,0,1,2,1.5,0.707107,1,3467,1734,2450.83,0.03,99.97,50,70.6683,"0|76"
1042,"gina_prior","pixel734",1,6,0.0017301,0,0,1,3,2.16667,0.752773,1,3463,1,1413.36,0.03,99.86,0.03,40.7554,"0|16|17|86|150|252"
1042,"gina_prior","pixel735",1,12,0.00346021,0,0,1,3,2.33333,0.778499,1,3456,1,997.346,0.03,99.65,0.03,28.757,"0|7|25|51|52|81|107|132|165|221|252|253"
1042,"gina_prior","pixel749",1,11,0.00317186,0,0,1,3,2.54545,0.687552,1,3458,1,1042.32,0.03,99.71,0.03,30.0547,"0|12|21|26|102|106|183|185|211|237|254"
1042,"gina_prior","pixel750",1,5,0.00144175,0,0,1,3,1.8,0.83666,1,3464,1,1548.7,0.03,99.88,0.03,44.6543,"0|2|10|21|186"
1042,"gina_prior","pixel751",1,4,0.0011534,0,0,1,3,2,0.816497,1,3465,1,1732,0.03,99.91,0.03,49.94,"0|24|35|141"
1042,"gina_prior","pixel752",1,3,0.000865052,0,0,1,2,1.66667,0.57735,1,3466,1,2000.52,0.03,99.94,0.03,57.6831,"0|28|66"
1042,"gina_prior","pixel753",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel754",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel755",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel756",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel757",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel758",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel759",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel760",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel761",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel762",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel763",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel764",1,2,0.000576701,0,0,1,2,1.5,0.707107,1,3467,1734,2450.83,0.03,99.97,50,70.6683,"0|91"
1042,"gina_prior","pixel765",1,3,0.000865052,0,0,1,3,2,1,1,3466,1,2000.52,0.03,99.94,0.03,57.6831,"0|64|173"
1042,"gina_prior","pixel766",1,7,0.00201845,0,0,1,3,2,0.816497,1,3462,1,1308.14,0.03,99.83,0.03,37.7209,"0|4|12|38|63|169|253"
1042,"gina_prior","pixel767",1,9,0.00259516,0,0,1,3,2.55556,0.726483,1,3460,1,1153,0.03,99.77,0.03,33.2467,"0|31|33|166|168|177|201|237|252"
1042,"gina_prior","pixel768",1,10,0.00288351,0,0,1,3,2.2,0.788811,1,3458,1,1093.16,0.03,99.71,0.03,31.5205,"0|7|15|27|40|84|113|138|212|253"
1042,"gina_prior","pixel769",1,7,0.00201845,0,0,1,3,2.28571,0.95119,1,3462,1,1308.14,0.03,99.83,0.03,37.7209,"0|1|41|176|190|228|253"
1042,"gina_prior","pixel770",1,8,0.0023068,0,0,1,3,2.125,0.64087,1,3461,1,1223.29,0.03,99.8,0.03,35.274,"0|34|55|64|85|95|104|255"
1042,"gina_prior","pixel771",1,15,0.00432526,0,0,1,3,2.66667,0.617213,1,3454,1,891.561,0.03,99.6,0.03,25.7089,"0|13|24|51|102|125|131|135|146|149|191|193|240|253|254"
1042,"gina_prior","pixel773",1,12,0.00346021,0,0,1,3,2.25,0.753778,1,3455,1,997.032,0.03,99.63,0.03,28.7505,"0|2|12|14|16|25|88|137|138|143|178|253"
1042,"gina_prior","pixel774",1,8,0.0023068,0,0,1,3,2.625,0.744024,1,3461,1,1223.29,0.03,99.8,0.03,35.274,"0|45|137|143|163|186|205|219"
1042,"gina_prior","pixel775",1,6,0.0017301,0,0,1,3,2,0.894427,1,3463,1,1413.36,0.03,99.86,0.03,40.7554,"0|3|27|43|252|253"
1042,"gina_prior","pixel776",1,4,0.0011534,0,0,1,3,2.25,0.957427,1,3465,1,1732,0.03,99.91,0.03,49.94,"0|63|144|253"
1042,"gina_prior","pixel777",1,3,0.000865052,0,0,1,3,1.66667,1.1547,1,3466,1,2000.52,0.03,99.94,0.03,57.6831,"0|1|110"
1042,"gina_prior","pixel778",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel779",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel780",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel781",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel782",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel783",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","pixel784",1,1,0.000288351,0,0,1,1,1,0,3468,3468,3468,0,100,100,100,0,"0"
1042,"gina_prior","label",0,2,0.000576701,0,0,1,2,1.5,0.707107,1705,1763,1734,41.0122,49.16,50.84,50,1.18794,"-1|1"
1044,"eye_movements","fixcount",0,8,0.000731529,0,0,1,2,1.125,0.353553,1,8987,30,3130.85,0.01,82.18,0.275,28.6288,"1|2|3|4|5|6|8|12"
1044,"eye_movements","firstPassCnt",0,7,0.000640088,0,0,1,1,1,0,3,9091,37,3368.59,0.03,83.13,0.34,30.8021,"1|2|3|4|5|6|8"
1044,"eye_movements","P1stFixation",0,2,0.000182882,0,0,1,1,1,0,2126,8810,5468,4726.3,19.44,80.56,50,43.2184,"0|1"
1044,"eye_movements","P2stFixation",0,2,0.000182882,0,0,1,1,1,0,4401,6535,5468,1508.97,40.24,59.76,50,13.8027,"0|1"
1044,"eye_movements","nRegressFrom",0,6,0.000548647,0,0,1,1,1,0,18,7647,359,3008.18,0.16,69.93,3.285,27.5089,"0|1|2|3|4|5"
1044,"eye_movements","nextWordRegress",0,2,0.000182882,0,0,1,1,1,0,2397,8539,5468,4343.05,21.92,78.08,50,39.7111,"0|1"
1044,"eye_movements","nWordsInTitle",0,9,0.00082297,0,0,1,2,1.11111,0.333333,23,2423,1103,997.272,0.21,22.16,10.09,9.11993,"2|3|4|5|6|7|8|9|10"
1044,"eye_movements","titleNo",0,10,0.000914411,0,0,1,2,1.1,0.316228,743,1463,1026,278.142,6.79,13.38,9.38,2.54474,"1|2|3|4|5|6|7|8|9|10"
1044,"eye_movements","wordNo",0,10,0.000914411,0,0,1,2,1.1,0.316228,6,3347,830.5,1086.47,0.05,30.61,7.595,9.93591,"1|2|3|4|5|6|7|8|9|10"
1044,"eye_movements","label",0,3,0.000274323,0,0,1,1,1,0,2870,4262,3804,709.435,26.24,38.97,34.78,6.48769,"0|1|2"
1045,"kc1-top5","PERCENT_PUB_DATA",1,12,0.0827586,0,0,1,3,1.91667,0.514929,1,115,2,32.6119,0.69,79.31,1.38,22.4908,"0|5|11|17|19|30|33|50|67|83|95|100"
1045,"kc1-top5","ACCESS_TO_PUB_DATA",1,1,0.00689655,0,0,1,1,1,0,145,145,145,0,100,100,100,0,"0"
1045,"kc1-top5","DEPTH",1,7,0.0482759,0,0,1,1,1,0,1,68,14,24.9981,0.69,46.9,9.66,17.2414,"1|2|3|4|5|6|7"
1045,"kc1-top5","NUM_OF_CHILDREN",1,6,0.0413793,0,0,1,1,1,0,1,127,2.5,50.5269,0.69,87.59,1.725,34.8473,"0|1|2|3|4|5"
1045,"kc1-top5","DEP_ON_CHILD",1,2,0.0137931,0,0,1,1,1,0,2,143,72.5,99.7021,1.38,98.62,50,68.7591,"0|1"
1045,"kc1-top5","FAN_IN",1,4,0.0275862,0,0,1,1,1,0,3,68,37,35.0369,2.07,46.9,25.52,24.1639,"0|1|2|3"
1045,"kc1-top5","minLOC_BLANK",1,1,0.00689655,0,0,1,1,1,0,145,145,145,0,100,100,100,0,"0"
1045,"kc1-top5","minBRANCH_COUNT",1,1,0.00689655,0,0,1,1,1,0,145,145,145,0,100,100,100,0,"1"
1045,"kc1-top5","minLOC_CODE_AND_COMMENT",1,1,0.00689655,0,0,1,1,1,0,145,145,145,0,100,100,100,0,"0"
1045,"kc1-top5","minLOC_COMMENTS",1,1,0.00689655,0,0,1,1,1,0,145,145,145,0,100,100,100,0,"0"
1045,"kc1-top5","minCYCLOMATIC_COMPLEXITY",1,1,0.00689655,0,0,1,1,1,0,145,145,145,0,100,100,100,0,"1"
1045,"kc1-top5","minDESIGN_COMPLEXITY",1,1,0.00689655,0,0,1,1,1,0,145,145,145,0,100,100,100,0,"1"
